name,brand,category,price_category,current_price,original_price,savings_amount,discount_percent,value_score,rating,num_reviews,has_reviews,num_straps,bluetooth_calling,amoled_display,water_resistant,express_delivery,scraped_date,dataset_version
FAYWA WATCH PRO SMARTWATCH,Generic,Standard Smartwatch,Premium,5599,10000,4401,44.0,34.58,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
S9 Ultra Smart Watch 3 Straps,Generic,Standard Smartwatch,Budget,1579,5000,3421,68.0,147.23,4.8,0,0,3,0,0,0,1,2026-01-16,1.0
Y60 Smart watch with 7 Straps,Generic,Standard Smartwatch,Budget,1699,8000,6301,79.0,292.81,4.4,0,0,7,0,0,0,1,2026-01-16,1.0
T900 Pro Max Smart watch,Generic,Standard Smartwatch,Budget,1399,4500,3101,69.0,152.84,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
Ultra2 Dual Smart Watch With 7 Straps and Two Dials,Generic,Standard Smartwatch,Premium,5299,10000,4701,47.0,41.69,0.0,0,0,7,0,0,0,0,2026-01-16,1.0
Gw9 Max Smart Watch,Generic,Standard Smartwatch,Mid-Range,3199,7000,3801,54.0,64.14,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
KW9 MAX Smart Watch,Generic,Standard Smartwatch,Budget,1799,5500,3701,67.0,137.76,4.9,0,0,1,0,0,0,1,2026-01-16,1.0
Z78 Ultra True Screw Smart Watch,Generic,Standard Smartwatch,Mid-Range,4299,7000,2701,39.0,24.5,4.5,0,0,1,0,0,0,0,2026-01-16,1.0
QCY GS Smart Watch,Generic,Standard Smartwatch,Premium,9299,11000,1701,15.0,2.74,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Samsung Galaxy Fit 3,Samsung,Premium Watch,Premium,10199,21000,10801,51.0,54.0,4.9,0,0,1,0,0,0,1,2026-01-16,1.0
Haino Teko Richard M10 Smart Watch,Generic,Standard Smartwatch,Premium,7299,10000,2701,27.0,9.99,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Zero Flex Smart Watch,Zero,Standard Smartwatch,Premium,7999,16000,8001,50.0,50.01,4.0,0,0,1,0,0,0,0,2026-01-16,1.0
Zero Vision Smartwatch,Zero,Standard Smartwatch,Premium,9449,24999,15550,62.0,102.02,4.9,0,0,1,0,0,0,0,2026-01-16,1.0
Faster NERV SMART WATCH 2,Generic,Standard Smartwatch,Premium,7999,12000,4001,33.0,16.5,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Infinity Smartwatch,Zero,Standard Smartwatch,Premium,8999,23499,14500,62.0,99.89,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
JS11 Pro Max Smart Watch,Generic,Standard Smartwatch,Premium,6799,7500,701,9.0,0.93,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
w9 ultra smartwatch,Generic,Standard Smartwatch,Budget,1499,2750,1251,45.0,37.53,3.0,0,0,1,0,0,0,1,2026-01-16,1.0
H9 Richard Mille Smartwatch 2 In 1 Converible Watch,Generic,Smartwatch + Accessories,Mid-Range,4799,6000,1201,20.0,5.0,0.0,0,0,2,0,0,0,0,2026-01-16,1.0
Z83 Max 3 in 1 Smartwatch,Generic,Standard Smartwatch,Mid-Range,4499,5900,1401,24.0,7.47,0.0,0,0,3,0,0,0,0,2026-01-16,1.0
GT6 Bluetooth Smart Watch,Generic,Standard Smartwatch,Mid-Range,3999,4600,601,13.0,1.95,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
GT9 Bluetooth Smart Watch,Generic,Standard Smartwatch,Mid-Range,2249,3500,1251,36.0,20.02,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
DT900 ultra Smart watch Pro,Generic,Standard Smartwatch,Budget,1499,4000,2501,63.0,105.04,4.5,0,0,1,0,0,0,0,2026-01-16,1.0
L22 Ultra 2 Smart Watch,Generic,Standard Smartwatch,Budget,1799,3000,1201,40.0,26.69,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
H9 New Smart Watch,Generic,Standard Smartwatch,Budget,1899,4000,2101,53.0,58.61,3.0,0,0,1,0,0,0,1,2026-01-16,1.0
Rolex Yax-11 Round Dial Smart Watch,Generic,Standard Smartwatch,Premium,7299,8000,701,9.0,0.86,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
A58 Plus Smart Watch,Generic,Standard Smartwatch,Mid-Range,2199,5000,2801,56.0,71.3,4.4,0,0,1,0,0,0,1,2026-01-16,1.0
T Ultra2 Smart Watch,Generic,Standard Smartwatch,Budget,1499,4000,2501,63.0,105.04,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
crown 7+1 ultra 2 smartwatch,Crown,Standard Smartwatch,Mid-Range,2999,4000,1001,25.0,8.34,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
h20 ultra 2 7 + 1 Ultra Smartwatch,Generic,Standard Smartwatch,Mid-Range,2199,4000,1801,45.0,36.84,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
ultra 2 7 in 1 smart watch,Generic,Standard Smartwatch,Budget,1899,4000,2101,53.0,58.61,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
j20 ultra 2 7in 1 with earbuds smart watch,Generic,Smartwatch + Accessories,Mid-Range,2099,4000,1901,48.0,43.45,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
W9 ultra 2 series 9 Smart watch,Generic,Standard Smartwatch,Budget,1399,3000,1601,53.0,60.61,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Samsung Galaxy Watch 7 44mm,Samsung,Premium Watch,Luxury,49499,120000,70501,59.0,84.03,4.9,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Elite Smart Watch,Zero,Standard Smartwatch,Premium,9899,15000,5101,34.0,17.52,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
GT5 Buds Smart Watch Headset 2in1 TWS Wireless HIFI Earbuds,Generic,Smartwatch + Accessories,Premium,8499,16000,7501,47.0,41.48,0.0,0,0,2,0,0,0,1,2026-01-16,1.0
MK5 Smart Watch,Generic,Standard Smartwatch,Mid-Range,3399,8400,5001,60.0,88.25,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Top TK2 Ultra Smart Watch with 6 Straps,Generic,Standard Smartwatch,Mid-Range,2599,7000,4401,63.0,106.64,0.0,0,0,6,0,0,0,1,2026-01-16,1.0
D300 8in1 Smart Watch with Air 31 Airpods,Generic,Smartwatch + Accessories,Mid-Range,3099,6000,2901,48.0,44.92,0.0,0,0,8,0,0,0,1,2026-01-16,1.0
TK600 couple smart watch,Generic,Standard Smartwatch,Mid-Range,2799,5900,3101,53.0,58.7,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Gen 7 Edition Luxury Mens Bluetooth Smartwatch,Generic,Luxury Smartwatch,Mid-Range,4499,10700,6201,58.0,79.92,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
X80 $ dials Ultra2+S9 Smartwatch With 8 Straps,Generic,Standard Smartwatch,Premium,6399,12000,5601,47.0,41.13,0.0,0,0,8,0,0,0,0,2026-01-16,1.0
P9 Ultra 2 Smart Watch Combo With Headphones,Generic,Smartwatch + Accessories,Mid-Range,2199,7500,5301,71.0,171.08,4.7,0,0,1,0,0,0,1,2026-01-16,1.0
GT5 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2499,6700,4201,63.0,105.87,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
KW 02 ULTRA 2 Smart Watch with 10 straps,Generic,Standard Smartwatch,Mid-Range,2599,5000,2401,48.0,44.33,0.0,0,0,10,0,0,0,0,2026-01-16,1.0
X8 Ultra Bluetooth Calling Watch,Generic,Standard Smartwatch,Mid-Range,2799,5999,3200,53.0,60.57,4.9,0,0,1,1,0,0,1,2026-01-16,1.0
TW18 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,2799,6299,3500,56.0,70.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
N8 Ultra Smart Watch,Generic,Standard Smartwatch,Premium,5999,7499,1500,20.0,5.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Xinji Cobee C1 Pro Smart Watch,Generic,Standard Smartwatch,Premium,8749,11500,2751,24.0,7.55,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
T10 Ultra Bluetooth Calling Watch,Generic,Standard Smartwatch,Budget,1299,3999,2700,68.0,141.23,4.8,0,0,1,1,0,0,1,2026-01-16,1.0
HK8 Pro Smart Watch,Generic,Standard Smartwatch,Mid-Range,4299,8000,3701,46.0,39.59,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Keqiwear KW2 Max Smart Watch,Generic,Standard Smartwatch,Mid-Range,2199,5500,3301,60.0,90.03,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
XINJI COBEE C1 PLUS SMART WATCH,Generic,Standard Smartwatch,Premium,7549,10000,2451,25.0,8.12,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Series 9 pro smart watch,Generic,Standard Smartwatch,Budget,1549,4000,2451,61.0,96.46,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Kalobee GW9 Max Smartwatch,Generic,Standard Smartwatch,Mid-Range,3399,6500,3101,48.0,43.78,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
N9 Ultra 2 3 in 1 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2299,4700,2401,51.0,53.24,0.0,0,0,3,0,0,0,0,2026-01-16,1.0
HW3 Pro Smart Watch,Generic,Standard Smartwatch,Mid-Range,4099,6700,2601,39.0,24.74,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
V99 Max Smart Watch With 12 Straps,Generic,Standard Smartwatch,Mid-Range,3199,6700,3501,52.0,56.89,0.0,0,0,12,0,0,0,1,2026-01-16,1.0
Xinji Cobee C3 Ultra High-Quality Smartwatch for Men and Women,Generic,Ladies Smartwatch,Premium,10200,14500,4300,30.0,12.65,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Dany Boss Pro Smart watch,Generic,Standard Smartwatch,Premium,9999,19999,10000,50.0,50.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Tk705 Ultra Smart Watch With Headphone,Generic,Smartwatch + Accessories,Mid-Range,2999,6000,3001,50.0,50.02,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
D13 GS Smart Watch With 2 Dials and 7 Straps,Generic,Standard Smartwatch,Mid-Range,4799,9000,4201,47.0,41.13,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
P9 Series 9 Smart Watch + Headphones,Generic,Smartwatch + Accessories,Mid-Range,2299,6000,3701,62.0,99.77,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
T900 Pro Max Evo 49mm watch 10 Smart watch,Generic,Standard Smartwatch,Budget,1699,3500,1801,51.0,54.03,1.0,0,0,1,0,0,0,1,2026-01-16,1.0
Ultra 3 8 in 1 Smart Watch,Generic,Standard Smartwatch,Budget,1849,3500,1651,47.0,41.94,0.0,0,0,8,0,0,0,1,2026-01-16,1.0
X10 Mini Smart Watch,Generic,Standard Smartwatch,Budget,1899,4999,3100,62.0,101.16,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
X10 Ultra Mini Smart Watch,Generic,Standard Smartwatch,Mid-Range,2249,4999,2750,55.0,67.22,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Nothing CMF Pro Smart Watch,Generic,Standard Smartwatch,Luxury,16999,16999,0,0.0,0.0,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
HW10 Pro Smartwatch,Generic,Standard Smartwatch,Mid-Range,3099,4500,1401,31.0,14.01,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
I-730 Ultra 3 Max Smartwatch 10in1 With LCD Earbuds,Generic,Smartwatch + Accessories,Mid-Range,3299,6000,2701,45.0,36.83,0.0,0,0,10,0,0,0,1,2026-01-16,1.0
HiFuture Future Zone2 Smart Watch,Generic,Standard Smartwatch,Premium,10299,12000,1701,14.0,2.31,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
OD1 HD Curved Screen Smart Watch,Generic,Standard Smartwatch,Premium,5599,10000,4401,44.0,34.58,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Dany Mark Pro Smartwatch,Generic,Standard Smartwatch,Premium,6999,14999,8000,53.0,60.57,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
MK2 Max Smart Watch With 5 Straps,Generic,Standard Smartwatch,Budget,1999,3000,1001,33.0,16.52,0.0,0,0,5,0,0,0,0,2026-01-16,1.0
Oraimo Watch Nova AM Smart Watch OSW-812,Generic,Standard Smartwatch,Premium,7399,10999,3600,33.0,16.05,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Oraimo Watch 5 Smart Watch OSW-805,Generic,Standard Smartwatch,Premium,6399,7999,1600,20.0,5.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Xiaomi Smart Watch S4,Xiaomi,Standard Smartwatch,Luxury,34499,36999,2500,7.0,0.51,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Ronin R-013 Rugged Smart Watch,Generic,Sport/Outdoor Watch,Premium,6999,9999,3000,30.0,12.86,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Oraimo Watch 5R Smart Watch OSW-820,Generic,Standard Smartwatch,Premium,8699,9999,1300,13.0,1.94,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
H28 Plus 3 Bands Fashion Women’s Smartwatch,Generic,Fitness Band,Mid-Range,2649,5000,2351,47.0,41.7,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
TLTM-M18 Series 10 with Double Straps Smart Watch,Generic,Standard Smartwatch,Budget,1749,4250,2501,59.0,84.32,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
TLTM-M1000 Series 10 7 in 1 Smart Watch,Generic,Standard Smartwatch,Budget,1949,3799,1850,49.0,46.49,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
Crown S500 Smart Watch With Earbuds,Crown,Smartwatch + Accessories,Mid-Range,2299,4000,1701,43.0,31.8,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
D99 Plus ( 7+4 ) Smart Watch,Generic,Standard Smartwatch,Mid-Range,3399,6999,3600,51.0,54.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
NEO 30 Ultra Double Starps Smart Watch,Generic,Standard Smartwatch,Mid-Range,2099,3500,1401,40.0,26.69,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Kalobee Watch 4 Mini SK6 With 3 Straps,Generic,Standard Smartwatch,Premium,5399,8999,3600,40.0,26.67,0.0,0,0,3,0,0,0,0,2026-01-16,1.0
Kalobee Music Series 2 in 1 Smartwatch With Earbuds GT8,Generic,Smartwatch + Accessories,Premium,6799,9999,3200,32.0,15.06,0.0,0,0,2,0,0,0,1,2026-01-16,1.0
Zero Lunar 360 Smartwatch,Zero,Standard Smartwatch,Premium,13299,29999,16700,56.0,70.32,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
HD20 Ultra 3 Smart Watch,Generic,Standard Smartwatch,Budget,1599,2600,1001,39.0,24.4,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
HG500 Series 10 ( 7 in1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1649,2700,1051,39.0,24.84,0.0,0,0,7,0,0,0,0,2026-01-16,1.0
AZ200 Ultra 2 ( 7 in 1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1649,2700,1051,39.0,24.84,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
AZ600 Ultra 2 ( 7 in 1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1649,2700,1051,39.0,24.84,0.0,0,0,7,0,0,0,0,2026-01-16,1.0
HD10 Max Smart Watch,Generic,Standard Smartwatch,Budget,1599,2600,1001,39.0,24.4,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Max 300 Ultra 7 Straps Smart Watch,Generic,Standard Smartwatch,Budget,1599,2600,1001,39.0,24.4,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
TLTM M22 Ultra 2 ( 7 in 1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1599,2600,1001,39.0,24.4,0.0,0,0,7,0,0,0,0,2026-01-16,1.0
K86 Ultra 2 ( 7+1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1599,2600,1001,39.0,24.4,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
MK-X40 ( 7 in 1 ) Series 10 Smart Watch,Generic,Standard Smartwatch,Budget,1799,3000,1201,40.0,26.69,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
T800 Ultra 3 Max Smart Watch,Generic,Standard Smartwatch,Budget,1249,1900,651,34.0,17.71,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
AS1 Plus Ladies Smart Watch,Generic,Ladies Smartwatch,Mid-Range,2499,4400,1901,43.0,32.7,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
S9 Pro Double Straps Smart Watch,Generic,Standard Smartwatch,Budget,1699,2800,1101,39.0,25.26,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Ultra 3 Smart Watch,Generic,Standard Smartwatch,Budget,1549,2500,951,38.0,23.31,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Samsung Watch Ultra SM-L705F,Samsung,Premium Watch,Luxury,100499,130000,29501,23.0,6.75,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Huawei Watch GT6,Huawei,Standard Smartwatch,Luxury,55999,110000,54001,49.0,47.25,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Mibro A3 Smart Watch,Generic,Standard Smartwatch,Premium,9999,17400,7401,43.0,31.82,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Oraimo Watch 6 Pro OSW-807S SmartWatch,Generic,Standard Smartwatch,Premium,5899,7999,2100,26.0,9.25,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Amaya ASW-10 Smartwatch,Generic,Standard Smartwatch,Premium,9999,12499,2500,20.0,5.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Amaya ASW-07 Smart Watch,Generic,Standard Smartwatch,Premium,11999,15000,3001,20.0,5.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Joyroom Fit-Life Series Calling Watch (JR-FT3 Pro),Generic,Standard Smartwatch,Premium,7399,8000,601,8.0,0.65,5.0,0,0,1,1,0,0,1,2026-01-16,1.0
HOTTU HOT8 Pro Smart Watch,Generic,Standard Smartwatch,Premium,6499,7500,1001,13.0,2.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
TW28 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,2899,6999,4100,59.0,83.41,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
DT8 Ultra Max Smart Watch,Generic,Standard Smartwatch,Premium,6499,7999,1500,19.0,4.38,4.6,0,0,1,0,0,0,0,2026-01-16,1.0
Zero Terra Fit Smart Watch,Zero,Standard Smartwatch,Premium,5999,16989,10990,65.0,119.06,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Caliber Pro All-Metal Appearance,Zero,Standard Smartwatch,Premium,6999,20499,13500,66.0,127.29,4.8,0,0,1,0,0,0,0,2026-01-16,1.0
N9 Ultra Pro Smart Watch,Generic,Standard Smartwatch,Mid-Range,4199,5900,1701,29.0,11.74,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Dany Pulse Pro Smartwatch,Generic,Standard Smartwatch,Premium,6999,17999,11000,61.0,95.86,4.6,0,0,1,0,0,0,1,2026-01-16,1.0
Haino Teko RW 10 Smart Watch,Generic,Standard Smartwatch,Premium,8499,10000,1501,15.0,2.65,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Valdus OA88 Smartwatch,Generic,Standard Smartwatch,Premium,7299,8900,1601,18.0,3.95,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Z68 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,4699,6999,2300,33.0,16.15,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Xinji Cobee C3 Smart Watch,Generic,Standard Smartwatch,Premium,11299,14500,3201,22.0,6.23,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Drift Smart Watch,Zero,Standard Smartwatch,Premium,12949,13999,1050,8.0,0.65,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
JS9 Ultra MAX Smart Watch,Generic,Standard Smartwatch,Premium,6699,8500,1801,21.0,5.64,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Ninja Smart Watch,Zero,Standard Smartwatch,Premium,10999,14000,3001,21.0,5.73,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
W&O X9 + Ultra 2 Super Amoled Smartwatch,Generic,Standard Smartwatch,Mid-Range,3799,10000,6201,62.0,101.17,0.0,0,0,1,0,1,0,1,2026-01-16,1.0
Z88 Pro Smart Watch,Generic,Standard Smartwatch,Mid-Range,4299,8000,3701,46.0,39.59,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Airox W1 Bluetooth Calling Smart Watch,Generic,Standard Smartwatch,Mid-Range,4999,6000,1001,17.0,3.4,0.0,0,0,1,1,0,0,1,2026-01-16,1.0
Zero Legend Smart Watch,Zero,Standard Smartwatch,Premium,7999,22499,14500,64.0,116.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
T20 Pro Max Smart Watch,Generic,Standard Smartwatch,Budget,1699,4500,2801,62.0,102.15,4.3,0,0,1,0,0,0,1,2026-01-16,1.0
WS6 Curved Smart Watch,Generic,Standard Smartwatch,Premium,6299,9000,2701,30.0,12.86,4.0,0,0,1,0,0,0,1,2026-01-16,1.0
Hk9 Pro Plus Smart Watch,Generic,Standard Smartwatch,Mid-Range,4799,10000,5201,52.0,56.34,4.9,0,0,1,0,0,0,1,2026-01-16,1.0
G-TiDE Q1 Smart Watch,Generic,Standard Smartwatch,Mid-Range,3999,7000,3001,43.0,32.26,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
C900 PRO MAX Series 9 SMART WATCH,Generic,Standard Smartwatch,Budget,1849,4000,2151,54.0,62.79,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Y70 Ultra Couple Smartwatch 13 Straps,Generic,Standard Smartwatch,Premium,5299,10000,4701,47.0,41.69,0.0,0,0,13,0,0,0,0,2026-01-16,1.0
Maxon M-01 SMARTWATCH,Generic,Standard Smartwatch,Premium,8900,13350,4450,33.0,16.5,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Haino Teko S2 Ultra 3 Straps Smart Watch,Generic,Standard Smartwatch,Premium,7699,15000,7301,49.0,46.46,0.0,0,0,3,0,0,0,0,2026-01-16,1.0
Zero Drip Smart watch,Zero,Standard Smartwatch,Premium,7999,22499,14500,64.0,116.0,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Faster NERV WATCH 1,Generic,Standard Smartwatch,Premium,7899,12000,4101,34.0,17.65,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
T800 Ultra 2 Smart Watch,Generic,Standard Smartwatch,Budget,1299,3000,1701,57.0,74.58,4.5,0,0,1,0,0,0,1,2026-01-16,1.0
Airox Hybrid Smart Watch,Generic,Standard Smartwatch,Mid-Range,4299,10000,5701,57.0,75.57,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Fashion i50 Suit Max 11 in 1 Ultra2 Smart watch,Generic,Smartwatch + Accessories,Premium,5299,6000,701,12.0,1.59,0.0,0,0,11,0,0,0,0,2026-01-16,1.0
Z79 Max Armour Smart Watch,Generic,Standard Smartwatch,Mid-Range,4499,5200,701,13.0,2.03,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
LG68 Ultra SmartWatch,Generic,Standard Smartwatch,Mid-Range,3877,4600,723,16.0,2.98,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Z70 Ultra 2 Smart Watch 8+1,Generic,Standard Smartwatch,Mid-Range,2149,3700,1551,42.0,30.3,0.0,0,0,8,0,0,0,0,2026-01-16,1.0
GT1 Bluetooth Calling Smartwatch,Generic,Standard Smartwatch,Budget,1549,3500,1951,56.0,70.49,3.0,0,0,1,1,0,0,1,2026-01-16,1.0
Z90 Pro Series 9 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2849,5000,2151,43.0,32.45,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
S30 Ultra 2 7 in 1 smart watch,Generic,Standard Smartwatch,Budget,1999,3500,1501,43.0,32.27,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
Apple Watch SE,Apple,Mid-Range Watch,Luxury,66999,87000,20001,23.0,6.87,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Active 2 Round Smartwatch,Generic,Standard Smartwatch,Mid-Range,2849,8000,5151,64.0,115.67,4.3,0,0,1,0,0,0,1,2026-01-16,1.0
Ws01 Ultra 2 Smart Watch with 7 Straps,Generic,Standard Smartwatch,Budget,1849,3500,1651,47.0,41.94,5.0,0,0,7,0,0,0,0,2026-01-16,1.0
Hy01 Sports Outdoor Smart Watch,Generic,Sport/Outdoor Watch,Mid-Range,4999,10000,5001,50.0,50.01,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
V200 PRO Max series 9 smart watch,Generic,Standard Smartwatch,Mid-Range,2599,4500,1901,42.0,30.71,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
HD96 Ultra 2 Smart Watch With 3 Straps,Generic,Standard Smartwatch,Budget,1849,4500,2651,59.0,84.55,0.0,0,0,3,0,0,0,1,2026-01-16,1.0
HK Pro Plus Smart Watch Series 9,Generic,Standard Smartwatch,Premium,5099,8500,3401,40.0,26.67,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
X90 Max Smart Watch,Generic,Standard Smartwatch,Budget,1899,4700,2801,60.0,88.45,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Amazfit Balance Smart Watch,Amazfit,Standard Smartwatch,Luxury,43999,56500,12501,22.0,6.25,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
HUAWEI WATCH GT 5,Huawei,Standard Smartwatch,Luxury,51999,65999,14000,21.0,5.65,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
XINJI COBEE CA1 Smart Watch Stylish 1.96'' with AMOLED HD Display,Generic,Standard Smartwatch,Premium,11200,20000,8800,44.0,34.57,0.0,0,0,1,0,1,0,1,2026-01-16,1.0
G-Tide R2 Pro Smartwatch,Generic,Standard Smartwatch,Premium,12499,21000,8501,40.0,27.2,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
TF7 Ultra Smartwatch,Generic,Standard Smartwatch,Mid-Range,2999,7000,4001,57.0,76.02,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Z7 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,4499,9000,4501,50.0,50.01,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
S10 Plus Ultra 3 2 in 1 Double Straps Smart Watch,Generic,Smartwatch + Accessories,Mid-Range,2199,5000,2801,56.0,71.3,0.0,0,0,2,0,0,0,0,2026-01-16,1.0
S70 Max Outdoor Sport Smart Watch,Generic,Sport/Outdoor Watch,Premium,6499,10000,3501,35.0,18.85,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
D93 Watch 4 Pro With LCD Earpods Smart Watch,Generic,Standard Smartwatch,Mid-Range,4599,7000,2401,34.0,17.75,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
HiFuture Aix Luxury Smart Watch,Generic,Luxury Smartwatch,Luxury,28299,30000,1701,6.0,0.36,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
LG83 Max Series 10 3in1 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2899,4500,1601,36.0,19.87,0.0,0,0,3,0,0,0,1,2026-01-16,1.0
Zero Regal AI Smart Watch,Zero,Standard Smartwatch,Luxury,16999,39999,23000,58.0,78.47,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
